id_leitura,datahora,cultura,umidade_solo,temperatura_ar,ph_solo,nitrogenio_n,fosforo_p,potassio_k,valor_ldr,produtividade_t_ha,volume_irrigacao_mm,origem
963,2026-01-21 07:00:00,Milho,65.0,24.9,4.58,69.9,83.1,0.0,0,12.45,1.3,simulado
964,2026-01-21 07:30:00,Milho,40.0,23.1,6.44,12.5,10.9,15.5,2105,8.17,18.9,real
965,2026-01-21 08:00:00,Milho,73.1,32.3,6.8,56.8,26.6,50.6,2558,13.61,0.0,simulado
966,2026-01-21 08:30:00,Milho,72.9,25.3,7.96,9.0,79.4,46.4,4049,10.63,0.0,simulado
967,2026-01-21 09:00:00,Milho,47.0,25.5,5.5,75.4,59.7,42.7,899,11.46,15.0,simulado
968,2026-01-21 09:30:00,Milho,33.1,33.6,5.96,69.6,43.4,58.1,1480,8.47,27.3,simulado
969,2026-01-21 10:00:00,Milho,64.2,27.4,4.99,49.6,71.6,63.4,241,13.66,4.7,simulado
970,2026-01-21 10:30:00,Milho,8.6,28.0,4.82,72.3,6.0,4.1,30,5.35,39.5,simulado
971,2026-01-21 11:00:00,Milho,44.9,22.5,5.09,60.4,47.4,19.1,376,9.49,14.1,simulado
972,2026-01-21 11:30:00,Milho,4.2,19.1,7.28,57.1,52.7,48.2,3178,4.76,31.8,simulado
973,2026-01-21 12:00:00,Milho,42.5,30.3,6.61,28.1,89.3,73.4,2321,9.65,17.1,simulado
974,2026-01-21 12:30:00,Milho,93.3,16.8,5.37,36.8,44.2,84.8,735,6.16,0.0,simulado
975,2026-01-21 13:00:00,Milho,75.8,27.9,6.71,49.0,97.4,44.2,2450,13.38,0.0,simulado
976,2026-01-21 13:30:00,Milho,58.5,18.2,7.36,59.4,18.6,33.4,3276,10.8,4.0,simulado
977,2026-01-21 14:00:00,Milho,84.4,19.3,5.47,60.2,49.7,64.6,860,11.32,0.1,simulado
978,2026-01-21 14:30:00,Milho,84.9,24.5,6.65,35.3,41.4,100.0,2368,11.37,0.0,simulado
979,2026-01-21 15:00:00,Milho,41.4,29.2,5.49,20.2,49.0,59.8,883,9.84,19.5,simulado
980,2026-01-21 15:30:00,Milho,46.0,33.2,6.42,65.2,24.1,16.4,2070,10.48,19.8,simulado
981,2026-01-21 16:00:00,Milho,10.5,25.7,6.32,17.4,14.3,26.4,1939,7.44,36.9,real
982,2026-01-21 16:30:00,Milho,68.6,18.6,7.08,64.8,58.5,52.4,2921,13.46,1.2,simulado
983,2026-01-21 17:00:00,Milho,60.6,21.0,5.43,8.7,85.3,2.7,812,13.08,4.6,simulado
984,2026-01-21 17:30:00,Milho,69.3,25.0,6.23,60.6,30.6,35.4,1826,14.38,1.5,simulado
985,2026-01-21 18:00:00,Milho,66.2,27.2,6.17,23.1,73.4,58.9,1751,16.0,0.8,simulado
986,2026-01-21 18:30:00,Milho,16.9,20.4,6.52,62.5,49.1,52.4,2198,7.79,32.3,simulado
987,2026-01-21 19:00:00,Milho,54.0,26.7,6.3,15.7,28.6,23.5,1921,13.22,10.9,real
988,2026-01-21 19:30:00,Milho,48.4,27.2,5.37,21.3,46.0,46.4,733,11.32,13.5,simulado
989,2026-01-21 20:00:00,Milho,52.1,26.7,6.88,64.7,36.5,44.9,2657,12.45,9.8,simulado
990,2026-01-21 20:30:00,Milho,81.4,21.5,6.73,62.0,47.0,38.5,2472,12.07,0.0,simulado
991,2026-01-21 21:00:00,Milho,78.5,25.4,5.65,45.9,100.0,90.5,1082,12.32,0.0,simulado
992,2026-01-21 21:30:00,Milho,40.0,27.1,6.53,11.2,26.8,19.3,2219,7.44,19.1,real
993,2026-01-21 22:00:00,Milho,56.0,27.0,5.32,42.9,35.9,5.9,659,12.0,9.5,simulado
994,2026-01-21 22:30:00,Milho,54.0,28.0,6.46,22.4,15.0,15.1,2124,12.33,11.2,real
995,2026-01-21 23:00:00,Milho,48.5,27.1,6.51,29.4,12.3,66.8,2185,11.54,15.2,simulado
996,2026-01-21 23:30:00,Milho,86.6,22.1,6.17,69.1,54.7,24.9,1750,9.94,0.0,simulado
997,2026-01-22 00:00:00,Milho,38.6,28.0,4.96,54.6,51.6,68.6,207,8.24,19.6,simulado
998,2026-01-22 00:30:00,Milho,91.2,27.6,5.78,12.5,51.1,54.7,1256,8.42,0.0,simulado
999,2026-01-22 01:00:00,Milho,36.3,22.6,5.51,39.5,42.8,17.0,914,7.32,19.6,simulado
1000,2026-01-22 01:30:00,Milho,66.4,23.8,5.15,56.7,53.4,75.8,444,14.19,4.3,simulado
1001,2026-01-22 02:00:00,Milho,31.1,33.1,6.13,56.9,51.6,55.1,1707,8.07,28.3,simulado
1002,2026-01-22 02:30:00,Milho,80.0,20.9,5.48,31.2,54.1,62.2,868,9.69,0.2,simulado
1003,2026-01-22 03:00:00,Milho,62.2,24.8,5.96,9.6,42.5,59.5,1488,14.43,5.3,simulado
1004,2026-01-22 03:30:00,Milho,52.5,23.1,4.6,49.6,73.2,58.5,0,11.03,9.6,simulado
1005,2026-01-22 04:00:00,Milho,27.6,20.8,6.25,76.3,39.3,38.7,1852,7.99,22.6,simulado
1006,2026-01-22 04:30:00,Milho,26.6,23.8,5.96,48.1,20.5,0.0,1481,7.35,26.2,simulado
1007,2026-01-22 05:00:00,Milho,50.0,29.2,6.98,64.0,54.4,40.9,2785,13.48,13.5,simulado
1008,2026-01-22 05:30:00,Milho,56.5,25.7,7.18,45.3,64.2,74.3,3048,12.42,7.8,simulado
1009,2026-01-22 06:00:00,Milho,85.0,20.4,5.65,64.1,30.8,81.3,1089,10.06,2.5,simulado
1010,2026-01-22 06:30:00,Milho,10.5,27.6,5.89,14.0,19.9,16.9,1400,6.22,36.2,real
1011,2026-01-22 07:00:00,Milho,32.3,37.3,6.19,83.5,48.6,44.1,1780,8.43,30.9,simulado
1012,2026-01-22 07:30:00,Milho,100.0,33.8,5.2,60.4,68.6,24.4,513,4.58,0.0,simulado
1013,2026-01-22 08:00:00,Milho,32.2,28.8,7.39,51.1,11.5,54.6,3317,6.49,25.4,simulado
1014,2026-01-22 08:30:00,Milho,47.2,33.0,6.6,62.7,21.4,22.9,2305,11.09,17.1,simulado
1015,2026-01-22 09:00:00,Milho,66.5,21.5,6.04,66.0,62.1,67.5,1589,15.6,1.2,simulado
1016,2026-01-22 09:30:00,Milho,2.0,27.2,5.77,41.2,87.8,54.1,1244,8.3,45.0,simulado
1017,2026-01-22 10:00:00,Milho,10.5,23.5,6.26,15.5,17.2,18.5,1867,6.6,36.5,real
1018,2026-01-22 10:30:00,Milho,61.4,22.4,4.93,64.1,63.0,53.4,160,12.42,4.3,simulado
1019,2026-01-22 11:00:00,Milho,8.6,20.5,8.35,96.0,2.7,51.0,4095,5.57,31.3,simulado
1020,2026-01-22 11:30:00,Milho,54.1,11.7,5.26,40.5,41.3,30.0,590,10.18,7.9,simulado
1021,2026-01-22 12:00:00,Milho,46.4,29.3,7.24,86.6,54.0,8.5,3120,10.69,14.8,simulado
1022,2026-01-22 12:30:00,Milho,57.2,24.1,5.78,36.0,48.4,63.1,1256,13.86,8.8,simulado
1023,2026-01-22 13:00:00,Milho,87.4,27.6,6.43,71.4,69.5,56.3,2083,12.76,0.0,simulado
1024,2026-01-22 13:30:00,Milho,38.9,36.1,6.82,58.9,33.1,41.3,2584,9.09,22.9,simulado
1025,2026-01-22 14:00:00,Milho,98.9,27.5,5.27,43.5,81.6,31.3,598,7.13,0.0,simulado
1026,2026-01-22 14:30:00,Milho,32.9,32.5,6.27,58.0,35.1,44.5,1884,7.86,30.0,simulado
1027,2026-01-22 15:00:00,Milho,76.7,28.4,6.97,52.3,12.3,9.3,2776,12.04,0.9,simulado
1028,2026-01-22 15:30:00,Milho,62.9,25.6,6.03,29.4,49.2,39.4,1573,15.85,4.0,simulado
1029,2026-01-22 16:00:00,Milho,20.6,17.0,6.83,17.1,43.4,70.8,2596,5.28,24.7,simulado
1030,2026-01-22 16:30:00,Milho,20.5,23.0,5.68,14.7,74.8,38.2,1124,6.58,26.2,simulado
1031,2026-01-22 17:00:00,Milho,60.0,10.7,6.59,83.0,77.8,0.0,2288,13.4,3.5,simulado
1032,2026-01-22 17:30:00,Milho,41.7,31.4,6.01,54.0,44.0,55.1,1553,10.29,17.7,simulado
1033,2026-01-22 18:00:00,Milho,30.3,31.1,7.05,1.3,90.5,76.6,2882,6.9,29.5,simulado
1034,2026-01-22 18:30:00,Milho,89.7,38.9,6.9,67.9,64.4,17.3,2690,7.75,0.0,simulado
1035,2026-01-22 19:00:00,Milho,37.4,28.4,4.83,59.3,91.9,19.3,38,8.24,23.4,simulado
1036,2026-01-22 19:30:00,Milho,61.0,25.8,6.93,62.6,4.8,80.2,2721,14.88,8.8,simulado
1037,2026-01-22 20:00:00,Milho,68.5,31.6,5.46,99.5,54.5,27.3,844,15.11,1.1,simulado
1038,2026-01-22 20:30:00,Milho,92.9,34.0,7.64,65.9,43.1,21.7,3633,5.23,0.8,simulado
1039,2026-01-22 21:00:00,Milho,50.4,22.6,7.09,77.3,42.1,46.3,2924,12.33,9.5,simulado
1040,2026-01-22 21:30:00,Milho,55.3,22.1,6.65,68.1,36.2,40.9,2370,13.66,7.3,simulado
1041,2026-01-22 22:00:00,Milho,20.0,24.1,6.61,58.1,62.3,38.7,2310,9.57,30.8,simulado
1042,2026-01-22 22:30:00,Milho,90.3,14.9,6.47,68.6,6.5,58.1,2140,9.25,0.4,simulado
1043,2026-01-22 23:00:00,Milho,23.3,34.6,5.23,48.7,56.1,17.6,545,4.81,34.8,simulado
1044,2026-01-22 23:30:00,Milho,13.8,18.0,4.92,60.7,38.6,16.4,151,4.35,27.7,simulado
1045,2026-01-23 00:00:00,Milho,18.0,25.0,6.5,23.0,13.1,17.1,2181,8.21,29.8,real
1046,2026-01-23 00:30:00,Milho,72.7,14.3,7.57,33.9,51.2,74.1,3549,10.63,0.2,simulado
1047,2026-01-23 01:00:00,Milho,63.5,33.1,5.09,40.5,72.2,63.7,374,12.46,4.1,simulado
1048,2026-01-23 01:30:00,Milho,57.0,23.3,6.7,51.9,25.1,41.5,2433,13.34,6.2,simulado
1049,2026-01-23 02:00:00,Milho,39.1,22.5,6.67,70.0,61.9,46.1,2394,9.87,15.1,simulado
1050,2026-01-23 02:30:00,Milho,40.0,25.9,6.74,21.5,27.6,10.6,2481,7.87,19.0,real
1051,2026-01-23 03:00:00,Milho,73.1,26.0,7.18,79.5,32.9,76.3,3045,12.75,1.4,simulado
1052,2026-01-23 03:30:00,Milho,71.9,20.9,6.43,61.8,55.4,44.7,2086,13.89,0.0,simulado
1053,2026-01-23 04:00:00,Milho,60.7,26.4,5.02,44.7,63.2,81.8,281,14.06,5.4,simulado
1054,2026-01-23 04:30:00,Milho,13.0,24.8,6.73,0.0,54.4,48.0,2467,6.39,31.7,simulado
1055,2026-01-23 05:00:00,Milho,63.9,33.4,6.44,74.7,42.2,15.5,2093,13.55,3.9,simulado
1056,2026-01-23 05:30:00,Milho,57.4,15.1,5.9,34.8,53.2,71.3,1404,11.38,6.4,simulado
1057,2026-01-23 06:00:00,Milho,57.9,25.4,4.9,65.2,13.8,30.7,131,11.86,7.0,simulado
1058,2026-01-23 06:30:00,Milho,65.5,17.0,5.75,56.0,34.7,24.2,1211,13.19,1.0,simulado
1059,2026-01-23 07:00:00,Milho,45.3,15.5,5.12,90.6,73.6,46.5,409,9.13,11.8,simulado
1060,2026-01-23 07:30:00,Milho,62.8,15.6,6.71,4.5,44.9,51.4,2439,12.52,4.1,simulado
1061,2026-01-23 08:00:00,Milho,80.3,25.1,7.24,55.0,72.3,21.5,3118,10.68,1.6,simulado
1062,2026-01-23 08:30:00,Milho,47.1,31.7,6.01,25.9,59.7,87.2,1544,11.55,14.6,simulado
1063,2026-01-23 09:00:00,Milho,66.4,21.5,6.01,0.0,74.7,66.5,1546,14.07,0.9,simulado
1064,2026-01-23 09:30:00,Milho,80.5,24.7,6.79,73.9,44.0,28.9,2547,11.85,0.2,simulado
1065,2026-01-23 10:00:00,Milho,48.1,31.2,6.28,32.3,27.0,60.9,1890,12.28,14.6,simulado
1066,2026-01-23 10:30:00,Milho,100.0,27.3,5.18,43.2,21.0,86.7,487,6.4,0.0,simulado
1067,2026-01-23 11:00:00,Milho,55.6,18.6,5.63,68.2,80.7,79.3,1057,14.01,6.3,simulado
1068,2026-01-23 11:30:00,Milho,52.7,22.5,7.27,74.3,65.2,51.8,3156,12.46,9.8,simulado
1069,2026-01-23 12:00:00,Milho,69.0,24.8,6.64,35.1,16.9,84.6,2356,13.8,0.2,simulado
1070,2026-01-23 12:30:00,Milho,51.3,25.2,4.96,84.3,39.1,60.5,208,11.41,12.8,simulado
1071,2026-01-23 13:00:00,Milho,36.6,26.2,6.34,59.0,0.6,66.0,1969,9.47,21.2,simulado
1072,2026-01-23 13:30:00,Milho,64.2,35.0,4.72,44.0,65.9,40.1,0,12.03,3.7,simulado
1073,2026-01-23 14:00:00,Milho,67.5,35.1,6.6,2.8,0.0,73.0,2309,12.98,4.2,simulado
1074,2026-01-23 14:30:00,Milho,66.2,16.5,5.51,53.7,68.0,22.4,903,13.79,1.4,simulado
1075,2026-01-23 15:00:00,Milho,61.8,22.0,6.14,49.8,41.6,86.0,1721,15.7,5.6,simulado
1076,2026-01-23 15:30:00,Milho,19.4,22.6,6.53,50.7,64.1,35.2,2213,8.13,27.4,simulado
1077,2026-01-23 16:00:00,Milho,36.7,20.5,6.61,76.6,72.6,74.2,2311,10.07,18.3,simulado
1078,2026-01-23 16:30:00,Milho,29.2,26.8,7.14,55.7,28.1,40.5,2999,6.32,23.4,simulado
1079,2026-01-23 17:00:00,Milho,53.5,27.6,6.7,42.0,72.1,97.3,2434,13.86,10.4,simulado
1080,2026-01-23 17:30:00,Milho,7.0,26.8,6.4,36.5,74.1,82.3,2053,9.02,38.5,simulado
1081,2026-01-23 18:00:00,Milho,72.0,31.0,5.91,13.4,36.6,91.9,1425,14.22,0.0,simulado
1082,2026-01-23 18:30:00,Milho,48.7,26.7,5.24,46.0,34.5,54.1,564,11.28,11.0,simulado
1083,2026-01-23 19:00:00,Milho,2.0,32.0,6.56,25.3,13.8,53.4,2258,7.9,47.5,simulado
1084,2026-01-23 19:30:00,Milho,53.1,31.5,4.4,32.9,49.9,33.6,0,10.02,12.4,simulado
1085,2026-01-23 20:00:00,Milho,67.1,21.4,7.73,47.6,50.1,40.7,3743,12.16,2.0,simulado
1086,2026-01-23 20:30:00,Milho,82.7,24.0,5.9,91.9,55.2,73.1,1412,12.89,0.1,simulado
1087,2026-01-23 21:00:00,Milho,62.7,16.9,5.41,40.3,23.5,33.9,786,12.27,3.0,simulado
1088,2026-01-23 21:30:00,Milho,60.0,27.2,5.89,43.9,20.7,18.3,1399,13.48,7.7,simulado
1089,2026-01-23 22:00:00,Milho,29.9,27.8,5.67,38.0,38.2,0.0,1113,7.05,24.2,simulado
1090,2026-01-23 22:30:00,Milho,87.7,30.1,6.51,60.7,90.6,25.5,2186,10.08,0.4,simulado
1091,2026-01-23 23:00:00,Milho,35.5,19.0,6.28,68.3,11.8,68.8,1893,8.7,18.4,simulado
1092,2026-01-23 23:30:00,Milho,26.7,24.0,6.43,0.0,60.7,40.0,2090,7.27,23.0,simulado
1093,2026-01-24 00:00:00,Milho,87.3,25.9,6.17,50.8,55.5,41.8,1757,10.33,0.6,simulado
1094,2026-01-24 00:30:00,Milho,47.9,19.0,5.85,40.8,72.5,4.7,1340,10.96,12.1,simulado
1095,2026-01-24 01:00:00,Milho,8.9,31.0,6.01,41.8,54.3,36.5,1548,8.23,40.6,simulado
1096,2026-01-24 01:30:00,Milho,48.2,19.8,5.57,63.8,52.6,53.0,985,11.34,12.1,simulado
1097,2026-01-24 02:00:00,Milho,86.6,26.3,5.97,70.2,49.8,44.1,1498,11.81,0.0,simulado
1098,2026-01-24 02:30:00,Milho,40.0,22.9,7.0,16.3,19.4,23.6,2809,7.39,16.1,real
1099,2026-01-24 03:00:00,Milho,66.5,30.7,6.05,61.0,50.0,12.4,1605,14.47,4.4,simulado
1100,2026-01-24 03:30:00,Milho,68.6,19.9,5.63,60.9,77.8,42.8,1065,14.17,1.0,simulado
1101,2026-01-24 04:00:00,Milho,71.0,36.5,6.14,38.7,52.2,18.4,1711,13.02,0.0,simulado
1102,2026-01-24 04:30:00,Milho,44.2,27.0,6.34,60.7,45.2,27.2,1971,11.3,14.0,simulado
1103,2026-01-24 05:00:00,Milho,20.6,22.9,5.57,65.3,51.9,39.1,981,6.99,26.5,simulado
1104,2026-01-24 05:30:00,Milho,75.7,27.6,5.24,22.3,5.5,45.2,559,11.32,0.0,simulado
1105,2026-01-24 06:00:00,Milho,50.2,22.6,6.87,30.6,87.1,55.4,2645,12.18,10.6,simulado
1106,2026-01-24 06:30:00,Milho,95.1,27.4,6.05,64.4,9.5,69.7,1603,9.54,0.0,simulado
1107,2026-01-24 07:00:00,Milho,42.4,26.3,6.72,51.9,100.0,76.1,2460,10.72,16.5,simulado
1108,2026-01-24 07:30:00,Milho,63.2,17.3,6.04,42.6,48.6,22.8,1588,13.42,4.4,simulado
1109,2026-01-24 08:00:00,Milho,15.2,23.7,5.79,65.8,36.7,60.7,1261,8.48,32.9,simulado
1110,2026-01-24 08:30:00,Milho,51.8,22.4,6.85,17.3,65.0,31.7,2625,10.36,10.7,simulado
1111,2026-01-24 09:00:00,Milho,26.9,20.8,6.66,24.8,60.8,51.0,2384,7.59,22.9,simulado
1112,2026-01-24 09:30:00,Milho,70.7,28.0,5.59,26.3,74.5,37.2,1011,14.57,1.8,simulado
1113,2026-01-24 10:00:00,Milho,34.6,21.1,7.81,70.5,71.6,83.8,3857,7.86,20.2,simulado
1114,2026-01-24 10:30:00,Milho,50.7,28.1,4.86,0.0,54.4,55.6,81,9.88,13.3,simulado
1115,2026-01-24 11:00:00,Milho,48.0,28.8,4.81,23.6,53.8,85.1,19,9.82,15.4,simulado
1116,2026-01-24 11:30:00,Milho,54.5,30.2,6.44,89.8,67.8,88.5,2101,15.35,8.1,simulado
1117,2026-01-24 12:00:00,Milho,89.4,23.5,7.31,8.6,88.0,55.1,3209,7.91,0.1,simulado
1118,2026-01-24 12:30:00,Milho,44.4,27.7,5.6,59.0,28.8,41.6,1027,10.34,16.0,simulado
1119,2026-01-24 13:00:00,Milho,75.0,31.8,4.98,16.4,69.4,49.6,225,10.97,0.8,simulado
1120,2026-01-24 13:30:00,Milho,16.5,28.3,7.56,14.0,75.2,77.3,3531,5.71,37.0,simulado
1121,2026-01-24 14:00:00,Milho,55.9,37.1,5.77,18.3,41.7,88.0,1235,12.2,9.8,simulado
1122,2026-01-24 14:30:00,Milho,64.1,25.1,6.16,40.4,68.4,46.1,1736,15.62,3.4,simulado
1123,2026-01-24 15:00:00,Milho,61.9,26.8,6.47,28.3,40.2,51.1,2140,15.37,7.6,simulado
1124,2026-01-24 15:30:00,Milho,68.6,22.0,5.32,71.2,44.9,69.2,661,15.13,1.7,simulado
1125,2026-01-24 16:00:00,Milho,60.2,31.7,7.24,75.3,46.1,25.5,3128,12.75,6.3,simulado
1126,2026-01-24 16:30:00,Milho,64.7,23.1,5.54,98.9,16.4,88.7,948,15.56,4.5,simulado
1127,2026-01-24 17:00:00,Milho,55.3,26.1,6.87,10.9,68.2,65.6,2654,11.2,8.6,simulado
1128,2026-01-24 17:30:00,Milho,73.6,37.1,5.47,47.7,75.4,56.8,855,12.11,0.5,simulado
1129,2026-01-24 18:00:00,Milho,95.4,21.0,6.83,15.1,59.1,84.6,2594,7.63,0.0,simulado
1130,2026-01-24 18:30:00,Milho,49.0,25.5,6.86,24.9,43.3,62.2,2630,10.44,12.5,simulado
1131,2026-01-24 19:00:00,Milho,53.0,31.2,6.79,70.3,56.1,100.0,2547,12.83,14.6,simulado
1132,2026-01-24 19:30:00,Milho,100.0,31.6,6.67,25.3,30.0,66.6,2397,7.03,0.0,simulado
1133,2026-01-24 20:00:00,Milho,63.9,30.0,6.16,22.8,32.5,54.4,1746,14.16,3.9,simulado
1134,2026-01-24 20:30:00,Milho,86.5,20.9,6.82,71.5,59.6,33.5,2578,10.18,0.0,simulado
1135,2026-01-24 21:00:00,Milho,65.6,29.4,6.45,58.6,86.9,70.3,2109,15.94,4.7,simulado
1136,2026-01-24 21:30:00,Milho,53.3,23.7,6.85,30.3,100.0,60.3,2622,13.29,7.7,simulado
1137,2026-01-24 22:00:00,Milho,70.2,21.2,5.58,56.3,4.4,39.0,999,13.55,1.2,simulado
1138,2026-01-24 22:30:00,Milho,39.3,22.9,4.84,59.9,61.8,20.4,55,7.38,18.1,simulado
1139,2026-01-24 23:00:00,Milho,76.4,22.0,6.14,34.7,43.0,78.8,1711,12.66,0.0,simulado
1140,2026-01-24 23:30:00,Milho,59.0,23.2,5.84,39.3,50.6,55.2,1326,13.59,6.2,simulado
1141,2026-01-25 00:00:00,Milho,71.6,28.4,5.48,54.6,93.6,47.0,863,13.64,0.0,simulado
1142,2026-01-25 00:30:00,Milho,66.6,26.5,5.56,46.0,38.4,39.6,977,13.63,1.4,simulado
1143,2026-01-25 01:00:00,Milho,45.5,23.7,6.96,23.7,84.3,24.2,2762,10.03,13.0,simulado
1144,2026-01-25 01:30:00,Milho,37.6,21.2,5.07,31.6,34.1,79.3,342,7.31,17.6,simulado
1145,2026-01-25 02:00:00,Milho,53.7,23.3,6.42,68.6,38.2,13.5,2072,13.62,8.4,simulado
1146,2026-01-25 02:30:00,Milho,55.0,29.4,5.28,69.8,58.0,32.0,619,12.92,10.5,simulado
1147,2026-01-25 03:00:00,Milho,73.5,25.9,5.97,92.5,26.1,53.2,1495,15.67,0.0,simulado
1148,2026-01-25 03:30:00,Milho,86.6,16.1,6.11,22.6,79.0,58.4,1682,9.6,0.9,simulado
1149,2026-01-25 04:00:00,Milho,68.8,33.1,5.21,0.0,36.7,12.0,528,11.24,0.6,simulado
1150,2026-01-25 04:30:00,Milho,63.7,27.1,6.24,46.7,38.1,47.6,1844,15.07,5.4,simulado
1151,2026-01-25 05:00:00,Milho,62.2,24.4,4.77,84.6,37.1,82.2,0,13.74,2.7,simulado
1152,2026-01-25 05:30:00,Milho,31.4,28.7,6.66,27.2,54.3,100.0,2381,9.06,25.4,simulado
1153,2026-01-25 06:00:00,Milho,40.7,21.7,6.16,38.5,0.0,36.9,1735,9.07,17.3,simulado
1154,2026-01-25 06:30:00,Milho,24.7,31.2,7.27,53.6,29.0,72.5,3160,6.2,32.9,simulado
1155,2026-01-25 07:00:00,Milho,47.5,17.9,4.31,29.4,3.9,28.2,0,5.92,9.9,simulado
1156,2026-01-25 07:30:00,Milho,26.5,24.1,5.0,79.2,16.6,33.8,254,6.38,26.1,simulado
1157,2026-01-25 08:00:00,Milho,61.4,25.6,6.28,79.9,69.5,66.8,1897,16.0,5.0,simulado
1158,2026-01-25 08:30:00,Milho,100.0,28.2,6.29,9.3,17.0,17.7,1906,7.35,0.0,real
1159,2026-01-25 09:00:00,Milho,46.3,29.8,4.55,22.4,41.6,45.2,0,8.45,16.7,simulado
1160,2026-01-25 09:30:00,Milho,43.0,35.5,6.13,69.4,95.1,74.3,1705,10.79,20.7,simulado
1161,2026-01-25 10:00:00,Milho,30.7,29.4,6.04,4.1,24.3,22.7,1586,6.38,26.7,simulado
1162,2026-01-25 10:30:00,Milho,38.2,20.7,5.51,16.4,41.9,38.7,909,7.43,15.2,simulado
1163,2026-01-25 11:00:00,Milho,5.5,15.2,5.47,82.0,36.4,65.6,860,5.8,27.1,simulado
1164,2026-01-25 11:30:00,Milho,19.5,25.0,6.31,30.0,70.2,39.5,1926,8.04,31.4,simulado
1165,2026-01-25 12:00:00,Milho,46.0,25.8,6.07,42.1,45.3,53.7,1623,11.01,14.6,simulado
1166,2026-01-25 12:30:00,Milho,2.0,24.9,5.99,30.7,17.1,52.8,1522,7.95,40.3,simulado
1167,2026-01-25 13:00:00,Milho,75.2,26.2,6.71,65.7,34.1,39.8,2441,14.39,0.0,simulado
1168,2026-01-25 13:30:00,Milho,57.6,22.0,6.23,46.6,50.4,45.0,1833,13.85,5.2,simulado
1169,2026-01-25 14:00:00,Milho,75.3,33.3,6.28,45.7,72.3,41.7,1900,12.74,0.0,simulado
1170,2026-01-25 14:30:00,Milho,52.3,28.0,6.95,56.3,58.0,98.0,2747,12.95,11.0,simulado
1171,2026-01-25 15:00:00,Milho,68.4,33.6,7.21,87.0,61.7,50.8,3088,13.73,1.8,simulado
1172,2026-01-25 15:30:00,Milho,40.0,27.4,6.57,16.9,23.0,19.7,2269,8.3,19.0,real
1173,2026-01-25 16:00:00,Milho,50.3,29.2,5.72,26.2,86.2,24.2,1178,12.1,14.2,simulado
1174,2026-01-25 16:30:00,Milho,42.8,25.6,5.6,45.5,19.7,48.8,1029,10.07,16.1,simulado
1175,2026-01-25 17:00:00,Milho,67.9,28.4,5.74,30.2,31.9,60.6,1201,14.11,1.9,simulado
1176,2026-01-25 17:30:00,Milho,20.0,25.5,5.47,33.7,62.4,43.1,861,6.66,29.9,simulado
1177,2026-01-25 18:00:00,Milho,72.7,21.5,5.87,38.2,49.1,77.5,1372,14.13,1.2,simulado
1178,2026-01-25 18:30:00,Milho,63.1,18.1,6.44,51.5,27.6,39.5,2095,13.42,4.3,simulado
1179,2026-01-25 19:00:00,Milho,31.4,29.0,7.19,82.6,42.8,73.4,3058,8.85,25.3,simulado
1180,2026-01-25 19:30:00,Milho,67.4,25.5,5.59,29.3,30.0,47.4,1016,13.94,3.4,simulado
1181,2026-01-25 20:00:00,Milho,42.6,27.0,4.74,14.3,60.7,53.4,0,7.02,16.7,simulado
1182,2026-01-25 20:30:00,Milho,23.7,27.4,5.76,63.8,36.6,48.5,1232,7.73,29.0,simulado
1183,2026-01-25 21:00:00,Milho,52.6,26.9,6.57,68.9,25.2,67.4,2261,14.45,9.9,simulado
1184,2026-01-25 21:30:00,Milho,23.1,23.7,6.92,76.5,68.8,32.4,2716,8.45,27.6,simulado
1185,2026-01-25 22:00:00,Milho,45.3,22.5,6.03,13.3,17.8,28.7,1575,10.88,15.1,simulado
1186,2026-01-25 22:30:00,Milho,64.9,17.4,6.63,95.9,32.0,73.0,2347,14.72,2.6,simulado
1187,2026-01-25 23:00:00,Milho,41.9,28.2,5.13,77.7,70.7,23.8,422,9.26,19.1,simulado
1188,2026-01-25 23:30:00,Milho,49.4,29.4,5.99,85.5,48.0,39.2,1528,11.83,12.6,simulado
1189,2026-01-26 00:00:00,Milho,88.8,23.7,6.49,20.3,22.9,64.2,2163,9.63,0.0,simulado
1190,2026-01-26 00:30:00,Milho,78.4,30.9,5.04,0.0,53.1,48.8,309,9.5,0.3,simulado
1191,2026-01-26 01:00:00,Milho,43.3,17.2,6.54,100.0,27.9,72.5,2231,11.56,13.1,simulado
1192,2026-01-26 01:30:00,Milho,55.1,31.4,4.89,47.1,42.2,31.0,111,11.77,8.8,simulado
1193,2026-01-26 02:00:00,Milho,100.0,29.6,6.09,69.2,28.0,46.6,1654,8.72,0.0,simulado
1194,2026-01-26 02:30:00,Milho,45.9,28.5,5.88,0.0,54.3,63.3,1377,10.48,15.5,simulado
1195,2026-01-26 03:00:00,Milho,42.2,31.9,6.89,55.9,48.4,100.0,2669,10.61,20.0,simulado
1196,2026-01-26 03:30:00,Milho,96.9,30.6,6.99,58.3,39.7,94.4,2803,7.87,0.0,simulado
1197,2026-01-26 04:00:00,Milho,20.3,25.4,5.54,65.4,74.8,44.4,947,8.57,29.6,simulado
1198,2026-01-26 04:30:00,Milho,56.2,28.8,6.06,0.0,41.9,54.1,1611,13.17,8.4,simulado
1199,2026-01-26 05:00:00,Milho,87.4,32.9,4.59,32.2,22.9,43.6,0,7.68,0.0,simulado
